command,description,url,syntax,examples,description_detailed
W32TM,Time Service,https://ss64.com/nt/w32tm.html,"Syntax

  Register the time service, and add default config to the registry:
      W32TM /register

  Unregister the time service, and remove config from the registry:
      W32TM /unregister

  The domain/computers to monitor:
      W32TM /monitor [/domain:domain_name] [/computers:name[,name[,name...]]] [/threads:num] [/ipprotocol: <4|6>] [/nowarn]

  Convert a Windows NT system time, in (10^-7)s intervals from 0h 1-Jan 1601, into a readable format.
      W32TM /ntte NT_Time_Epoch

  Converts a Network Time Protocol (NTP) time, in (2^-32)s intervals from 0h 1-Jan 1900, into a readable format:
      W32TM /ntpte Network_Time

  Tell a computer that it should resynchronize its clock as soon as possible, discarding all accumulated error stats:
      W32TM /resync [/computer:computer] [/nowait] [/rediscover] [/soft]

  Display a strip chart of the offset between this computer and another computer:
      W32TM /stripchart /computer:target [/period:refresh] [/dataonly]
              [/samples:count] [/packetinfo] [/ipprotocol:<4|6>] [rdtsc]

  Adjust the configuration of target (default=local computer):
      W32TM /config [/computer:target] [/update] [/manualpeerlist:peers]
              [/syncfromflags:source] [/LocalClockDispersion:seconds]
                 [/reliable:(YES|NO)] [/largephaseoffset:milliseconds]

  Display the current time zone settings:
      W32TM /tz

  Display the values that are associated with a given registry key on target (default=local computer):
      (default/root key is HKLM\System\CurrentControlSet\Services\W32Time)
      W32TM /dumpreg [/subkey:key] [/computer:target]

  Display a computer’s Windows Time service information:
      W32TM /query [/computer:target] { /source | /configuration | /peers | /status } [/verbose]

  Enable or disable a local computer Windows Time service private log:
      W32TM /debug {/disable | {/enable /file:name /size:bytes /entries:value [/truncate]}}

  Display the status of leap seconds on the local machine:
      W32TM /leapseconds /getstatus [/verbose]

Options:

   Domain  The domain to monitor. If no domain name is specified, or neither the domain nor
            computers option is specified, the default domain is used.
            This option might be used more than once.

   computers Monitor the given list of computers. Computer names are separated by commas, with
            no spaces. If a name has a prefix of a ‘*’, it is treated as a primary domain
            controller (PDC). You can use this option more than once.

   computer The computer to act upon, by default the local computer.

   threads  The number of computers to analyze simultaneously. 1-50, default=3.

 ipprotocol Select IPv4 or ipv6 (default=whatever is available).

   NT_Time_Epoch
            A hex value representing a 64 bit integer that represents the number of seconds
            elapsed since 1900-01-01 00:00:00 (can be supplied as either Hex or integer)
            In reverse byte order, the first hex byte is the least significant:
            (1900-01-01 00:00:01 is encoded as 0x01000000)

   /configuration
            Display the configuration of run time and where the setting comes from.
            In verbose mode, display the undefined or unused setting also.

   /Dataonly Display only the data, without graphics.

   /disable Disable the private log.

   /enable  Enable the private log.
              file:name   The absolute file name.
              size:bytes  The maximum size for circular logging.
              entries:value  Contains a list of flags, specified by number and separated by commas, that specify
                             the types of information that should be logged. Valid numbers are 0 to 300.
                             A range of numbers is valid, in addition to single numbers, such as 0 through 100,103,106.
                             Value 0-300 is for logging all information.

   /Ipprotocol 4|6
            Specify the IP protocol to use. Default = use whatever is available.

   /largephaseoffset:milliseconds
            Sets the time difference between local time and network time that W32time will consider to be a spike. 

   /LocalClockDispersion:seconds
            Configures the accuracy of the internal clock that W32time will assume when
            it cannot acquire time from its configured sources.

   /manualpeerlist:peers
            Set the manual peer list to peers, which is a space-delimited list of Domain Name
            System (DNS) and/or IP addresses. When you are specifying multiple peers, this option
            must be enclosed in quotation marks ("").

   /nowait  Do not wait for the resynchronization to occur; return immediately.
            Otherwise, wait for the resynchronization to complete before returning.

   /nowarn  Do not display a warning message.

   /packetinfo
            Print out NTP packet response message.

   /peers   Display a list of peers and their status.

   /period:refresh
            The time between samples, in seconds. The default value is 2 seconds.

   /reliable:(YES|NO)
            Set whether this computer is a reliable time source.
            This setting is meaningful only on domain controllers.

   /rdtsc   Display the TSC values (time for NTP response) and time offset data in CSV format.
            The output displays TSC and FILETIME values captured before the NTP request is sent,
            TSC value after an NTP response is received along with NTP roundtrip and time-offset values.

   /rediscover  Redetect the network configuration and rediscover network sources;
            then, resynchronize.

   /samples:count
            Collect count samples; then, stop.
            If a value is not specified, samples will be collected until Ctrl+C is pressed.

   /soft    This option is only provided for compatibility with older time servers and will
            resynchronize using existing error statistics. Not useful.

   /source  Display the time source.

   /status  Display Windows Time service status.

   /syncfromflags:source
            Sets what sources the NTP client should synchronize from. source should be a
            comma-separated list of these keywords (not case sensitive):
              MANUAL — Include peers from the manual peer list.
              DOMHIER — Synchronize from a domain controller in the domain hierarchy.
              NO     — Do not synchronize from any server.
              ALL    — Synchronize from both manual and domain peers.

   /update  Notify the time service that the configuration has changed, causing the changes
            to take effect.

   /verbose Set the verbose mode to display more information.

   /truncate Truncate the file if it exists.

   /?       Display help.","['W32TM.exe /config /manualpeerlist:""time.nist.gov time.apple.com"" /syncfromflags:manual /update', 'W32TM.exe /query /computer:PC64 /configuration', 'W32TM.exe /stripchart /computer:time.windows.com /dataonly /samples:5', 'W32TM.exe /ntte 0x01cf070000000000', 'W32TM.exe /ntpte 0x72386aa6917c63d8']",Time Service Utility.
WAITFOR,Wait for or send a signal,https://ss64.com/nt/waitfor.html,"Syntax
   Wait for a signal:
      waitfor [/t Timeout] SignalName

   Send a signal:
      waitfor [/s Computer [/u [Domain\]User [/p [Password]]]] /si SignalName

Key
   /s Computer  The name or IP address of the computer to signal
                (do not include backslashes).

   /u User      Run the script using the credentials of the specified user account.
                By default, waitfor uses the current user’s credentials.

   /p [Password] The password of the user account specified with /u

   /si          Send the signal across the network to waiting machines.

   /t Timeout   Number of seconds to wait for a signal.
                The valid range is 1 - 99999 (27.7 hours)
                default = wait indefinitely.

   SignalName   The signal that waitfor waits for or sends.
                SignalName is not case-sensitive.

   /?           Display help.","['C:\\> waitfor.exe /t 60  simon', 'C:\\> waitfor /s %computername% /si  simon', 'C:\\> waitfor /t 3600 BackupComplete', 'C:\\> waitfor /s Server64 /si backupComplete']",Wait for or send a signal. Waitfor is used to synchronize events between one or more networked computers.
WBADMIN,Windows Backup Admin,https://ss64.com/nt/wbadmin.html,"Syntax
           --Create and enable a daily backup schedule or modify an existing backup schedule:
      WBADMIN enable backup [-addtarget:BackupTarget] [-removetarget: BackupTarget]
         [-schedule:TimeToRunBackup] [-exclude:ItemsToExclude]
            [-include:VolumesToInclude]
               [-nonRecurseInclude:ItemsToInclude] [-nonRecurseExclude:ItemsToExclude]
                  [-systemState] [-allCritical]
                     [-hyperv:HyperVComponentsToExclude]     *Server 2012 or greater
                        [-vssFull | -vssCopy]                *Server 2012 or greater
                           [-user:UserName][-password:Password] [-quiet]
                              [-allowDeleteOldBackups]       *Server 2012 or greater

      WBADMIN disable backup [-quiet]    --Stop running the existing scheduled daily backups.

      WBADMIN start backup [-backupTarget:{BackupTargetLocation | TargetNetworkShare}]
         [-include:ItemsToInclude] [-exclude:ItemsToExclude]
            [-nonRecurseInclude:ItemsToInclude] [-nonRecurseExclude:ItemsToExclude]
               [-systemState] [-allCritical] [-noVerify]
                  [-user:UserName] [-password:Password]
                     [-noInheritAcl]
                        [-vssFull | -vssCopy]      *Server 2012 or greater
                           [-quiet]

      WBADMIN stop job [-quiet]    --Cancel the backup or recovery operation that is currently running.

      WBADMIN get disks            --List the internal and external disks that are currently online for the local computer.

      WBADMIN get items -version:VersionIdentifier [-backupTarget:{BackupDestinationVolume | NetworkSharePath}]
        [-machine:BackupMachineName]       --List the items included in a specific backup.

      WBADMIN get status   --Report the status of the backup or recovery operation that is currently running.

      WBADMIN get versions [-backupTarget:{BackupTargetLocation | NetworkSharePath}]
        [-machine:BackupMachineName]       --List details about the available stored backups. 

      WBADMIN start recovery -version:VersionIdentifier -items:{VolumesToRecover | AppsToRecover | FilesOrFoldersToRecover}
         -itemtype:{Volume | App | File} [-backupTarget:{VolumeHostingBackup | NetworkShareHostingBackup}]
            [-machine:BackupMachineName] [-recoveryTarget:{TargetVolumeForRecovery | TargetPathForRecovery}]
               [-recursive] [-overwrite:{Overwrite | CreateCopy | Skip}]
                  [-notRestoreAcl] [-skipBadClusterCheck] [-noRollForward] [-quiet]

      WBADMIN start systemstatebackup -backupTarget:VolumeName [-quiet]

      WBADMIN start systemstaterecovery -version:VersionIdentifier -showsummary
        [-backupTarget:{BackupDestinationVolume | NetworkSharePath}]
           [-machine:BackupMachineName] [-recoveryTarget:TargetPathForRecovery] [-authsysvol] [-autoReboot] [-quiet]

      WBADMIN delete systemstatebackup {-keepVersions:NumberofCopies | -version:VersionIdentifier | -deleteOldest}
        [-backupTarget:VolumeName] [-machine:BackupMachineName] [-quiet]

      WBADMIN start sysrecovery -version:VersionIdentifier -backupTarget:{BackupDestinationVolume | NetworkShareHostingBackup}
        [-machine:BackupMachineName] [-restoreAllVolumes] [-recreateDisks] [-excludeDisks] [-skipBadClusterCheck] [-quiet]

      WBADMIN delete catalog [-quiet]    --Delete the backup catalog from the local computer.
                                         --Use when the catalog is corrupt and cannot be restored with 'wbadmin restore catalog'.

      WBADMIN restore catalog -backupTarget:{BackupDestinationVolume | NetworkShareHostingBackup}
        [-machine:BackupMachineName] [-quiet]    --Recovers a backup catalog for the local computer from a
                                                   storage location that you specify.

Key
  -addtarget     Storage location for backups. A disk, volume, or UNC path.
  -allCritical   Include all critical volumes in the backups. Use only with -backupTarget. Can be used with -include.
  -allowDeleteOldBackups  Overwrite any backups made before the computer was upgraded.
  -authsysvol    If used, performs an authoritative restore of SYSVOL (the System Volume shared directory).
  -autoReboot    Restart the system at the end of the system state recovery operation.
                 This parameter is valid only for a recovery to the original location.
                 We do not recommend you use this parameter if you need to perform steps after the recovery operation.

  -backupTarget  The storage location for this backup. Requires an HD drive letter, a volume GUID-based path or UNC path.

  -exclude       A comma-delimited list of items to exclude from the backup: files, folders, or volumes.
  -include       A comma-delimited list of items to include in the backup: multiple files, folders, or volumes.

  -excludeDisks  Valid only when specified with -recreateDisks and must be input as a comma-delimited list of
                 disk identifiers (as listed in the output of wbadmin get disks).
                 Excluded disks are not partitioned or formatted. This parameter helps preserve data on disks that
                 you do not want modified during the recovery operation.

  -hyperv        A comma-delimited list of components to be included in backup.
                 The identifier could be a component name or component GUID (with or without braces).

  -machine       The computer that you want backup details for. Use when backups of multiple computers are stored together.

  -nonRecurseExclude   Non-recursive, comma-delimited list of items to exclude from the backup.
  -nonRecurseInclude   Non-recursive, comma-delimited list of items to include in the backup. 
                       Use only with the -backupTarget parameter.

  -noRollForward Valid only when recovering applications. Allows for previous point-in-time recovery of an application
                 if the latest version from the backups is selected.
                 For other versions of the application that are not the latest, previous point-in-time recovery
                 is done as the default.

  -noVerify      Specifies that backups saved to removable media (such as a DVD) are not verified for errors.
  -noInheritAcl  Apply the access control list (ACL) permissions that correspond to the credentials provided by the
                  -user and -password parameters to the folder that contains the backup.

  -overwrite     Valid only when recovering files. If a file being recovered already exists:
                     Skip       - Skip the existing file and continue with recovery of the next file.
                     CreateCopy - Create a copy of the existing file so that the existing file is not modified.
                     Overwrite  - Overwrite the existing file with the file from the backup.

  -recoveryTarget  The location to restore to.
                   Use if this location is different than the location that was previously backed up.

  -recreateDisks Recover a disk configuration to the state that existed when the backup was created.
                 Warning: This parameter deletes all data on volumes that host Operating System components.
                 It might also delete data from data volumes.

  -recursive     Valid only when recovering files. Recover the files in the folders and all sub-folders.
                 By default, only files which reside directly in the specified folders are recovered.

  -restoreAllVolumes  Recover all volumes from the selected backup. If this parameter is not specified, only critical
                 volumes (volumes that contain the system state and Operating System components) are recovered.
                 This parameter is useful when you need to recover non-critical volumes during system recovery.

  -schedule      Times of day to create a backup, formatted as HH:MM and comma delimited.
  -showsummary   Report the summary of the last system state recovery (after the restart required to complete the operation).
                 This parameter cannot be accompanied by any other parameters.

  -skipBadClusterCheck   Skip checking the recovery disks for bad cluster information. If you are restoring to an alternate
                 server or hardware, we recommend that you do not use this parameter.
                 You can manually run chkdsk /b on your recovery disks at any time to check them for bad clusters, and then
                 update the file system information accordingly.
                 Warning: Until you run chkdsk the bad clusters reported on your recovered system may not be accurate.

  -systemState   Create a backup that includes the system state in addition to items specified with the -include.

  -user          The user with write permission to the backup storage destination.
                 A member of the Administrators group or Backup Operators group on the computer being backed up.
  -password      The password for -user.

  -version       The version of the backup in MM/DD/YYYY-HH:MM format.
                 To view version information, type 'wbadmin get versions'.

  -vssFull       Perform a full back up using the Volume Shadow Copy Service (VSS).
                 All files are backed up, each file’s history is updated to reflect that it was backed up, and the logs
                 of previous backups may be truncated.
                 Do not use this parameter if you are using a product other than Windows Server Backup to back up
                 applications that are on the volumes included in the current backup. Doing so can potentially
                 break the incremental, differential, or other type of backups that the other backup product
                 is creating because the history that they rely on might be missing and they might perform
                 a full backup unnecessarily.

  -vssCopy       Perform a copy backup using VSS. All files are backed up but the history of the files being backup up
                 is not updated so you preserve the all the change information and log files.
                 This is the default value. A copy backup cannot be used for incremental or differential backups or restores.

  -quiet         Run the subcommand with no prompts to the user.","['C:\\> wbadmin.exe enable backup –addtarget:\\\\backupshare\\BK1 –include: d:\\demo –user:SS64dom\\user64 –password:pass30r6 –schedule:00:00,19:00', 'C:\\> wbadmin start sysrecovery -version:03/31/2013-09:00 -backupTarget:d:', 'C:\\> wbadmin start systemstatebackup -backupTarget:F:', 'C:\\> wbadmin start systemstaterecovery -version:03/31/2017-09:00']","Windows Backup Administration.
The syntax below is for Windows Server 2008 R2 or later, other than where stated. See docs.microsoft.com for earlier versions."
WECUTIL,Windows Event Collector Utility,https://ss64.com/nt/wecutil.html,"Syntax
      WECUTIL command [Argument [Argument] ...] [/Option:VALUE [/Option:VALUE] ...]

Key
   List all existent remote event subscriptions:
   es (enum-subscription)

   Get subscription configuration:
   gs (get-subscription) SUBSCRIPTION_ID [/Option:VALUE [/Option:VALUE] ...]
       /f:VALUE
       /format:VALUE
        VALUE can be XML or Terse name-value pairs(default). 

       /u:VALUE
       /unicode:VALUE
       Display output in unicode (UTF-16).
       VALUE can be true or false. If VALUE is true then output is in Unicode.

   Get subscription runtime status:
   gr (get-subscriptionruntimestatus)  SUBSCRIPTION_ID [EVENT_SOURCE [EVENT_SOURCE] ...]
       where EVENT_SOURCE identifies a machine serving as a source of events

   Set subscription configuration: 
   ss (set-subscription) SUBSCRIPTION_ID [/Option:VALUE [/Option:VALUE] ...]

   ss (set-subscription) /c:CONFIG_FILE [/cus:Username [/cup:Password] ...]
   
   Create new subscription:
   cs (create-subscription) CONFIGURATION_FILE [/Option:VALUE [/Option:VALUE] ...]

   Delete subscription:
   ds (delete-subscription) SUBSCRIPTION_ID
   
   Retry subscription:
   rs (retry-subscription) SUBSCRIPTION_ID [EVENT_SOURCE [EVENT_SOURCE] ...]
   
   Configure Windows Event Collector service:
   qc (quick-config)  /quiet:{true|false}                

   /help | ?  Help for the wecutil program.

For a full list of subscriptions/options for specific commands:
   wecutil COMMAND -?","['C:\\> wecutil.exe gs sub1', 'C:\\> wecutil gr sub1', 'C:\\> wecutil cs subscription.xml', 'C:\\> wecutil ds sub1']","Windows Event Collector Utility.
Create and manage subscriptions to events forwarded from remote event sources that support WS-Management protocol."
WEVTUTIL,"Clear event logs, enable/disable/query logs",https://ss64.com/nt/wevtutil.html,"Syntax
      WEVTUTIL {al | archive-log} Logpath [/l:Locale]     # Archive an exported log.

      WEVTUTIL {cl | clear-log} Logname  [/bu:Backup]     # Clear a log and optionally backup.

      WEVTUTIL {el | enum-logs}]           # List Log_Names and configuration, including max. size, enabled Y/N, and
                                             pathname where the log is stored.

      WEVTUTIL {epl | export-log} LogFile Exportfile      # Export Event log, optionally a logfile path + structured query.
         [/lf | Logfile :[true|false]] [/{q | query}:VALUE]  # provide a Log name or log_file_path (if /lf = true)
            [/{sq | structuredquery}:[true|false]]  [/ow | Overwrite :[true|false] ]
                                           
      WEVTUTIL {ep | enum-publishers}       # List event publishers.

      WEVTUTIL {gl | get-log} Logname       # Display the log configuration and optionally output
         [/{f | format}:[XML|Text]]         # the config details in XML, plain text is the default.

      WEVTUTIL {gli | get-loginfo} LogName [/lf | Logfile:[true|false]]    # Get log status
                                            # provide a Log name or log_file_path (if /lf = true)
 
      WEVTUTIL {gp | get-publisher} PublisherName        # Get publisher configuration, and optionally Event Metadata.
         [/{ge | getevents}:[true|false]] [/gm:Message]  # Obtain the publisher names with Wevtutil ep
            [/{f | format}:[ XML | Text ]]               # gm=get message, f=log file format. 

      WEVTUTIL {qe | query-events} Path [/lf | Logfile:[true|false]]  # Query events from a log or log file.
         [/sq:Structquery] [/q:XPathQuery] [/bm:Bookmark]             # provide a Log name or log_file_path (if /lf = true)
            [/sbm:SaveBookmark] [/rd }:[true|false]]        # Reverse direction so most recent events first.
               [/{f | format}:[ XML | Text | RenderedXml ]]  # Output format.
                  [/{l | locale}:VALUE]                     # A Locale short string.
                     [/{c | count}:N]                        # Maximum no. of events to read (1=most recent only).
                        [/{e | element}:VALUE]              # Select an XML Root Element.

      WEVTUTIL [{sl | set-log} LogName [/{e | enabled}:[true|false]]     # Modify the configuration of a log.
         [/{q | quiet}:[true|false]] [/{fm | filemax}:N]                 # Quiet / Max. enablements.
            [/{i | isolation}:[system|application|custom]]               # Log isolation mode.
               [/{lfn | logfilename}:VALUE] [/{rt | retention}:[true|false]]   # Log file / Log retention.
                  [/{ab | autobackup}:[true|false]] [/{ms | maxsize}:Size]  # Log autobackup policy /Max log size.
                     [/{l | level}:Level] [/{k | keywords}:VALUE]        # Level filter of log / Keywords filter.
                        [/{ca | channelaccess}:VALUE] [/{c | config}:VALUE] # Access permission (SDDL)/Path to the config file
                                                      # If /config is specified, do not also specify the LOG_NAME.

      WEVTUTIL {im | install-manifest } MANIFEST        # Install event publishers and logs from MANIFEST.
         [ /{rf | resourceFilePath}:VALUE ] [/{mf | messageFilePath}:VALUE]  # Resource/MessageFileName of the Provider
            [ /{mf | messageFilePath}:VALUE]            # MessageFileName of the Provider Element to be replaced.
               [ /{pf | parameterFilePath}:VALUE]       # ParameterFileName of the Provider Element to be replaced.

      WEVTUTIL {um | uninstall-manifest} MANIFEST]      # Uninstall event publishers and logs from MANIFEST.

Common options:

   /{r | remote}:VALUE
              If specified, run the command on a remote computer. VALUE is the remote computer
              name. Options /im and /um do not support remote operations.

   /{u | username}:VALUE
              Specify a different user to log on to the remote computer. VALUE is a user name
              in the form domain\user or user. Only applicable when option /r is specified.
   /{p | password}:VALUE
              Password for the specified user. If not specified, or if VALUE is ""*"", the user
              will be prompted to enter a password. Only applicable when the /u option is specified.

   /{a | authentication}:[Default|Negotiate|Kerberos|NTLM]
              Authentication type for connecting to remote computer. The default is Negotiate.

   /{uni | unicode}:[true|false]
              Display output in Unicode. If true, then output is in Unicode.","['C:\\> WevtUtil.exe clear-log Application', 'WevtUtil', 'C:\\> wevtutil set-log Microsoft-Windows-TaskScheduler/Operational /enabled:true', 'C:\\> wevtutil get-log Microsoft-Windows-TaskScheduler/Operational', '@Echo off\r\nfor /f ""tokens=*"" %%G in (\'wevtutil.exe el\') do (wevtutil.exe cl ""%%G"")', 'C:\\> WevtUtil export-log System C:\\backup\\ss64.evtx', 'C:\\> WevtUtil enum-publishers', 'C:\\> WevtUtil uninstall-manifest SS64.man', 'C:\\> WevtUtil set-log ""Microsoft-Windows-TaskScheduler/Operational"" /e:true >null 2>&1', 'C:\\> wevtutil query-events Application /c:50 /rd:true /f:text', 'WevtUtil', 'WevtUtil']","Retrieve information about event logs and publishers. Archive logs in a self-contained format, Enumerate the available logs, Install and uninstall event manifests,  run queries,   
Exports events (from an event log, from a log file, or using a structured query) to a specified file,
Clear event logs."
WHERE,Locate and display files in a directory tree,https://ss64.com/nt/where.html,"Syntax
      WHERE [/R Dir] [/Q] [/F] [/T] Pattern ...

      WHERE [/Q] [/F] [/T] [Path;Path;... :]Pattern ...

      In PowerShell:
      C:\Windows\System32\WHERE.exe ..options as above

key
   /R      A recursive search, starting with the specified Dir directory.

   /Q      Don’t display the files but return either an exit code of 0 for success
           or 1 for failure.

   /F      Display the output file name in quotation marks.

   /T      Display the size, time stamp, and date stamp of the file.

  pattern  The Drive\Directory\file, or set of files to be found.
           you can use wildcard characters ( ? * ) and UNC paths.

           The pattern can also be $ENV:Pattern where ENV is an existing environment variable
           containing one or more paths.

  Path     One or more semicolon-separated paths to search.","['C:\\> WHERE.exe /r \\\\Server64\\Share1 Zappa.*', 'C:\\> WHERE ""C:\\demo\\:*.*""', 'C:\\> WHERE C:\\work\\;C:\\Play\\:*.csv', 'PS C:\\> WHERE.exe robocopy.exe']","Locate and display files in a directory tree.
The WHERE command is roughly equivalent to the UNIX 'which' command. By default, the search is done in the current directory and in the PATH."
WHOAMI,Output the current UserName and domain,https://ss64.com/nt/whoami.html,"Syntax
      WHOAMI [/upn | /fqdn | /logonid]

      WHOAMI {[/user] [/groups] [/priv]} [/fo Format] [/nh]

      WHOAMI /all [/fo Format] [/nh]

Key

   /upn      Display the user name in user principal name (UPN) format.

   /fqdn     Display the user name in fully qualified domain name (FQDN) format.

   /logonid  Display the logon ID of the current user.

   /user     Display the current domain and user name and the security identifier (SID).

   /groups   Display the user groups to which the current user belongs.

             Includes the Integrity Control level:
             Mandatory Label\Low Mandatory Level    = Low.
             Mandatory Label\Medium Mandatory Level = Medium/Standard.
             Mandatory Label\High Mandatory Level   = Elevated.

   /priv     Display the security privileges of the current user.

   /fo Format  The output format. Valid values:
                 table  Table format (default)
                 list   List format.
                 csv    Comma-separated value (CSV) format.

   /all      Display all information in the current access token, including
             the current user name, security identifiers (SID), privileges,
             and groups that the current user belongs to.

   /nh       Don’t display the column header in the output.
             This is valid only for table and CSV formats.

   /?        Help","['C:\\> whoami.exe', 'C:\\> whoami /groups', 'C:\\> whoami /all']","Display user, group and privileges  for the current user."
WHOIS,Lookup the registration record for a domain,https://ss64.com/nt/whois.html,"Syntax
      WHOIS [-v] domainname [whois.server]

Options:

   Domainname  Either a DNS name (e.g. www.sysinternals.com) or IP address (e.g. 66.193.254.46).

     -v        Print whois information for referrals.",['C:\\> whois.exe myspace.com'],Lookup the registration record for a domain name or IP address.
WINDIFF,Compare the contents of two files or sets of files,https://ss64.com/nt/windiff.html,"Syntax
      windiff [path1] [path2]

Key
    path   Individual files to compare or a directory of files to compare.",[],Compare the contents of two files or sets of files with a graphical interface.
WINGET,Windows Package Manager (coming May 2021),https://ss64.com/nt/winget.html,"Syntax
      WINGET exe [command] [options]

Commands:

   WINGET export [-o] output [options]     Export a JSON file of apps to a specified file.

   WINGET hash [--file] \file [\options]   Generate a SHA256 hash for the installer.

   WINGET [--help] [/?]      Display help for all the supported commands and sub commands.
                             Pass the --help argument to any other WINGET command to get
                             details about all additional command options.

   WINGET import [-i] import-file [options]    Import a JSON file of apps to install.

   WINGET install [[-q] \query] [\options] [-?]  Install an application.

   WINGET list [[-q] \query] [\options]      Display a list of installed applications.

   WINGET features  Display a list of experimental features.

   WINGET search [[-q] \query] [\options]    Search/Show all applications available for installation.

   WINGET settings        Configure WinGet by editing the settings.json file.
                          Running WINGET settings will open the file in your default json editor;
                          List of settings you can configure, appearance, telemetry etc.

   WINGET show [[-q] \query] [\options]      Display details for the specified application.

   WINGET source \sub-command \options       Add, remove, or update the Windows Package Manager repositories accessed by WINGET.

   WINGET uninstall [[-q] \query] [\options]  Uninstall the specified application

   WINGET upgrade [[-q] \query] [\options]    Upgrade the specified application.

   WINGET validate [--manifest] \path    Validate a manifest file for submission to the Windows Package Manager repository.

Options

   -v, --version   Return the current version of winget.
       --info      Detailed information including links to the license and privacy statement.
   -?, --help      Get additional help on winget.","['C:\\> winget.exe search powertoys', 'C:\\> winget install Microsoft.PowerToys']","Discover, install, upgrade, remove and configure applications on Windows  computers."
WINMGMT,Manage the  WMI service/WMI repository,https://ss64.com/nt/winmgmt.html,"Syntax
      WINMGMT [/backup filename] 
      WINMGMT [/restore filename restore-mode] 
      WINMGMT [/resyncperf winmgmt service-process-id] 
      WINMGMT [/standalonehost level]
      WINMGMT [/sharedhost]
      WINMGMT [/verifyrepository path]
      WINMGMT [/salvagerepository] 
      WINMGMT [/resetrepository]

Options:

   /backup filename
      Back up the repository to the specified file name.
      The filename argument should contain the full path to the file location.
      This process requires a write lock on the repository so that write operations to the repository are suspended
      until the backup process is completed.
      If you do not specify a path for the file, it is saved to the %Windir%\System32 directory.

   /restore filename restore-mode
      Manually restore the WMI repository from the specified backup file.
      The filename argument should contain the full path to the backup file location.
      To perform the restore operation, WMI saves the existing repository to write back if the operation fails.
      Then the repository is restored from the backup file that is specified in the filename argument.
      If exclusive access to the repository cannot be achieved, existing clients are disconnected from WMI.

      The restore_mode flag must be a 1 (force disconnect users and restore)
      or 0 (default restore if no users connected).

   /resyncperf winmgmt-service-process-id
      Register the computer’s performance libraries with WMI. WMI PID is the process ID for the WMI service.
      Only needed if the performance monitor classes are not returning reliable results.

   /standalonehost [level]
      Move the Winmgmt service to a standalone Svchost process that has a fixed DCOM endpoint.
      The default endpoint is ""ncacn_ip_tcp.0.24158"". However, the endpoint may be changed by running Dcomcnfg.exe.
      For more information about setting up a fixed port for WMI, see Setting Up a Fixed Port for WMI.

      The level argument is the authentication level for the Svchost process. WMI normally runs as part of a shared service host and
      you cannot increase the authentication level for WMI alone.
      If level is not specified, the default is 4 (RPC_C_AUTHN_LEVEL_PKT or WbemAuthenticationLevelPkt).

      You can run WMI more securely by increasing the authentication level to Packet Privacy
      (RPC_C_AUTHN_LEVEL_PKT_PRIVACY or WbemAuthenticationLevelPktPrivacy).
      The authentication levels for Visual Basic and scripting are described in WbemAuthenticationLevelEnum.
      For C++, see Setting the Default Process Security Level Using C++. For more information, see Maintaining WMI Security.

   /sharedhost
      Move the Winmgmt service into the shared Svchost process.

   /verifyrepository path
      Performs a consistency check on the WMI repository.
      When you add the /verifyrepository switch without the path argument, then the live repository currently used by WMI is verified.
      When you specify the path argument, you can verify any saved copy of the repository.
      In this case, the path argument should contain the full path to the saved repository copy. The saved repository should be a copy of the
      entire repository folder. For more information about errors returned by this command, see the Remarks section.

   /salvagerepository
      Perform a consistency check on the WMI repository, and if an inconsistency is detected, rebuild the repository.
      The content of the inconsistent repository is merged into the rebuilt repository, if it can be read.
      The salvage operation always works with the repository that the WMI service is currently using.
      For more information about errors returned by this command, see the Remarks section.
      % MOF files that contain the #pragma autorecover preprocessor statement are restored to the repository.

   /resetrepository
      The repository is reset to the initial state when the Operating System is first installed.
      MOF files that contain the #pragma autorecover preprocessor statement are restored to the repository.

   /?   Display Help.","['C:\\> winmgmt.exe /verifyrepository', 'C:\\> winmgmt.exe /salvagerepository']",Manage the  WMI service/WMI repository.
